,resp_r_1,prob_x_l,prob_x_r,mag_left,mag_right,info_amb,num_revealed,revealed_x_r,resp_amb_1,mag_ambig,mag_unambig,prob_x_unambig,prob_x_ambig,prob_o_l,prob_o_r,revealed_x_ambig,revealed_o_ambig,prob_x_ambig_bayes_emmas,prob_x_ambig_bayes_mine,prob_x_ambig_bayes,info_amb_sqrt,ambig_r,ambig_l,ambiguityLevel,revealed_ambi,gain_or_loss_trial,MID
99,0.0,0.76,0.8,0.2,0.38,1.0,50.0,40.0,0.0,0.38,0.2,0.76,0.8,0.24,0.19999999999999996,40.0,10.0,,0.7884615384615384,0.7884615384615384,1.0,0,0.0,0.0,1.0,gain,S20
100,1.0,0.92,0.96,0.33,0.05,1.0,50.0,48.0,1.0,0.05,0.33,0.92,0.96,0.07999999999999996,0.040000000000000036,48.0,2.0,,0.9423076923076923,0.9423076923076923,1.0,0,0.0,0.0,1.0,gain,S20
101,,0.72,1.0,0.94,0.81,0.04,2.0,2.0,,0.81,0.94,0.72,1.0,0.28,0.0,2.0,0.0,0.7500074999999984,0.75,0.75,0.2,1,0.0,0.8,0.2,gain,S20
102,,0.36,0.5,0.66,0.66,1.0,50.0,25.0,,0.66,0.66,0.36,0.5,0.64,0.5,25.0,25.0,,0.5,0.5,1.0,0,0.0,0.0,1.0,gain,S20
103,,0.48,0.475,1.25,1.15,0.8,40.0,19.0,,1.15,1.25,0.48,0.475,0.52,0.525,19.0,21.0,0.4761857143333354,0.47619047619047616,0.47619047619047616,0.8944271909999159,1,0.0,0.10557280900008414,0.8944271909999159,gain,S20
104,0.0,0.26,0.25,0.59,0.32,0.08,4.0,1.0,0.0,0.32,0.59,0.26,0.25,0.74,0.75,1.0,3.0,0.33333000003333446,0.3333333333333333,0.3333333333333333,0.282842712474619,1,0.0,0.717157287525381,0.282842712474619,gain,S20
105,1.0,0.96,0.84,0.05,0.06,1.0,50.0,42.0,1.0,0.06,0.05,0.96,0.84,0.040000000000000036,0.16000000000000003,42.0,8.0,,0.8269230769230769,0.8269230769230769,1.0,0,0.0,0.0,1.0,gain,S20
106,0.0,0.48,1.0,1.25,1.15,0.02,1.0,1.0,0.0,1.15,1.25,0.48,1.0,0.52,0.0,1.0,0.0,0.6666700000000011,0.6666666666666666,0.6666666666666666,0.1414213562373095,1,0.0,0.8585786437626906,0.1414213562373095,gain,S20
107,,0.38,1.0,0.17,0.07,0.06,3.0,3.0,,0.07,0.17,0.38,1.0,0.62,0.0,3.0,0.0,0.8000120000133311,0.8,0.8,0.2449489742783178,1,0.0,0.7550510257216823,0.2449489742783178,gain,S20
108,,0.6,1.0,0.58,0.27,0.02,1.0,1.0,,0.27,0.58,0.6,1.0,0.4,0.0,1.0,0.0,0.6666700000000011,0.6666666666666666,0.6666666666666666,0.1414213562373095,1,0.0,0.8585786437626906,0.1414213562373095,gain,S20
109,1.0,0.6799999999999999,0.78,0.28,0.21,1.0,50.0,39.0,1.0,0.21,0.28,0.6799999999999999,0.78,0.32000000000000006,0.21999999999999997,39.0,11.0,,0.7692307692307693,0.7692307692307693,1.0,0,0.0,0.0,1.0,gain,S20
110,1.0,0.84,0.8,0.74,0.65,0.4,20.0,16.000000000000004,1.0,0.65,0.74,0.84,0.8,0.16000000000000003,0.19999999999999996,16.000000000000004,3.9999999999999964,0.7727195455318141,0.7727272727272729,0.7727272727272729,0.6324555320336759,1,0.0,0.3675444679663241,0.6324555320336759,gain,S20
111,0.0,0.64,0.64,0.86,0.78,1.0,50.0,32.0,0.0,0.78,0.86,0.64,0.64,0.36,0.36,32.0,18.0,,0.6346153846153846,0.6346153846153846,1.0,0,0.0,0.0,1.0,gain,S20
112,0.0,0.92,0.5,0.16,0.62,0.08,4.0,2.0,0.0,0.62,0.16,0.92,0.5,0.07999999999999996,0.5,2.0,2.0,0.49999500004999814,0.5,0.5,0.282842712474619,1,0.0,0.717157287525381,0.282842712474619,gain,S20
113,0.0,0.24,0.84,0.09,0.16,1.0,50.0,42.0,0.0,0.16,0.09,0.24,0.84,0.76,0.16000000000000003,42.0,8.0,,0.8269230769230769,0.8269230769230769,1.0,0,0.0,0.0,1.0,gain,S20
114,1.0,0.56,0.6666666666666666,0.09,0.06,0.06,3.0,1.9999999999999998,1.0,0.06,0.09,0.56,0.6666666666666666,0.43999999999999995,0.33333333333333337,1.9999999999999998,1.0000000000000002,0.5999939999599999,0.6,0.6,0.2449489742783178,1,0.0,0.7550510257216823,0.2449489742783178,gain,S20
115,,0.64,0.4,0.47,0.75,1.0,50.0,20.0,,0.75,0.47,0.64,0.4,0.36,0.6,20.0,30.0,,0.40384615384615385,0.40384615384615385,1.0,0,0.0,0.0,1.0,gain,S20
116,,0.36,0.5,0.41,0.21,1.0,50.0,25.0,,0.21,0.41,0.36,0.5,0.64,0.5,25.0,25.0,,0.5,0.5,1.0,0,0.0,0.0,1.0,gain,S20
117,,0.64,0.4,0.23,0.75,0.1,5.0,2.0000000000000004,,0.75,0.23,0.64,0.4,0.36,0.6,2.0000000000000004,2.9999999999999996,0.4285671428999988,0.42857142857142866,0.42857142857142866,0.31622776601683794,1,0.0,0.683772233983162,0.31622776601683794,gain,S20
118,,0.45999999999999996,0.35,0.73,1.01,0.4,20.0,6.999999999999999,,1.01,0.73,0.45999999999999996,0.35,0.54,0.65,6.999999999999999,13.0,0.36363272730908935,0.3636363636363636,0.3636363636363636,0.6324555320336759,1,0.0,0.3675444679663241,0.6324555320336759,gain,S20
119,0.0,0.31999999999999995,0.18000000000000005,0.41,0.79,1.0,50.0,9.000000000000002,0.0,0.79,0.41,0.31999999999999995,0.18000000000000005,0.68,0.82,9.000000000000002,41.0,,0.19230769230769235,0.19230769230769235,1.0,0,0.0,0.0,1.0,gain,S20
120,0.0,0.48,0.64,1.27,0.75,1.0,50.0,32.0,0.0,0.75,1.27,0.48,0.64,0.52,0.36,32.0,18.0,,0.6346153846153846,0.6346153846153846,1.0,0,0.0,0.0,1.0,gain,S20
121,0.0,0.64,0.8,0.23,0.07,0.2,10.0,8.000000000000002,0.0,0.07,0.23,0.64,0.8,0.36,0.19999999999999996,8.000000000000002,1.9999999999999982,0.7499925000750014,0.7500000000000001,0.7500000000000001,0.4472135954999579,1,0.0,0.5527864045000421,0.4472135954999579,gain,S20
122,1.0,0.6,1.0,0.58,0.27,0.08,4.0,4.0,1.0,0.27,0.58,0.6,1.0,0.4,0.0,4.0,0.0,0.8333500000416635,0.8333333333333334,0.8333333333333334,0.282842712474619,1,0.0,0.717157287525381,0.282842712474619,gain,S20
123,1.0,0.88,1.0,0.34,0.1,0.04,2.0,2.0,1.0,0.1,0.34,0.88,1.0,0.12,0.0,2.0,0.0,0.7500074999999984,0.75,0.75,0.2,1,0.0,0.8,0.2,gain,S20
124,1.0,0.38,0.42000000000000004,0.7,0.68,1.0,50.0,21.000000000000004,1.0,0.68,0.7,0.38,0.42000000000000004,0.62,0.58,21.000000000000004,28.999999999999996,,0.42307692307692313,0.42307692307692313,1.0,0,0.0,0.0,1.0,gain,S20
125,0.0,0.6799999999999999,0.6799999999999999,0.07,0.11,1.0,50.0,34.0,0.0,0.11,0.07,0.6799999999999999,0.6799999999999999,0.32000000000000006,0.32000000000000006,34.0,16.0,,0.6730769230769231,0.6730769230769231,1.0,0,0.0,0.0,1.0,gain,S20
126,1.0,0.72,1.0,0.31,0.2,0.2,10.0,10.0,1.0,0.2,0.31,0.72,1.0,0.28,0.0,10.0,0.0,0.9167125005499949,0.9166666666666666,0.9166666666666666,0.4472135954999579,1,0.0,0.5527864045000421,0.4472135954999579,gain,S20
127,1.0,0.84,0.88,0.76,0.72,1.0,50.0,44.0,1.0,0.72,0.76,0.84,0.88,0.16000000000000003,0.12,44.0,6.0,,0.8653846153846154,0.8653846153846154,1.0,0,0.0,0.0,1.0,gain,S20
128,1.0,0.6799999999999999,0.0,0.05,0.62,0.1,5.0,0.0,1.0,0.62,0.05,0.6799999999999999,0.0,0.32000000000000006,1.0,0.0,5.0,0.1428557142500008,0.14285714285714285,0.14285714285714285,0.31622776601683794,1,0.0,0.683772233983162,0.31622776601683794,gain,S20
129,0.0,0.56,0.76,0.23,0.27,1.0,50.0,38.0,0.0,0.27,0.23,0.56,0.76,0.43999999999999995,0.24,38.0,12.0,,0.75,0.75,1.0,0,0.0,0.0,1.0,gain,S20
130,0.0,0.6799999999999999,1.0,0.44,0.94,0.04,2.0,2.0,0.0,0.94,0.44,0.6799999999999999,1.0,0.32000000000000006,0.0,2.0,0.0,0.7500074999999984,0.75,0.75,0.2,1,0.0,0.8,0.2,gain,S20
131,0.0,0.31999999999999995,0.8,0.16,0.08,0.2,10.0,8.000000000000002,0.0,0.08,0.16,0.31999999999999995,0.8,0.68,0.19999999999999996,8.000000000000002,1.9999999999999982,0.7499925000750014,0.7500000000000001,0.7500000000000001,0.4472135954999579,1,0.0,0.5527864045000421,0.4472135954999579,gain,S20
132,0.0,0.43999999999999995,0.9,0.18,0.05,1.0,50.0,45.0,0.0,0.05,0.18,0.43999999999999995,0.9,0.56,0.09999999999999998,45.0,5.0,,0.8846153846153846,0.8846153846153846,1.0,0,0.0,0.0,1.0,gain,S20
133,0.0,0.76,0.6,0.85,0.91,1.0,50.0,30.0,0.0,0.91,0.85,0.76,0.6,0.24,0.4,30.0,20.0,,0.5961538461538461,0.5961538461538461,1.0,0,0.0,0.0,1.0,gain,S20
134,0.0,0.76,0.75,0.86,0.78,0.08,4.0,3.0,0.0,0.78,0.86,0.76,0.75,0.24,0.25,3.0,1.0,0.6666599999000034,0.6666666666666666,0.6666666666666666,0.282842712474619,1,0.0,0.717157287525381,0.282842712474619,gain,S20
135,0.0,0.31999999999999995,0.48,0.16,0.31,1.0,50.0,24.0,0.0,0.31,0.16,0.31999999999999995,0.48,0.68,0.52,24.0,26.0,,0.4807692307692308,0.4807692307692308,1.0,0,0.0,0.0,1.0,gain,S20
136,0.0,0.16000000000000003,0.6,0.97,0.28,1.0,50.0,30.0,0.0,0.28,0.97,0.16000000000000003,0.6,0.84,0.4,30.0,20.0,,0.5961538461538461,0.5961538461538461,1.0,0,0.0,0.0,1.0,gain,S20
137,1.0,0.76,0.64,0.39,0.47,1.0,50.0,32.0,1.0,0.47,0.39,0.76,0.64,0.24,0.36,32.0,18.0,,0.6346153846153846,0.6346153846153846,1.0,0,0.0,0.0,1.0,gain,S20
138,0.0,0.76,0.3333333333333333,0.04,0.11,0.06,3.0,0.9999999999999999,0.0,0.11,0.04,0.76,0.3333333333333333,0.24,0.6666666666666667,0.9999999999999999,2.0,0.39999600003999974,0.4,0.4,0.2449489742783178,1,0.0,0.7550510257216823,0.2449489742783178,gain,S20
139,1.0,0.84,0.4,0.63,1.27,1.0,50.0,20.0,1.0,1.27,0.63,0.84,0.4,0.16000000000000003,0.6,20.0,30.0,,0.40384615384615385,0.40384615384615385,1.0,0,0.0,0.0,1.0,gain,S20
140,0.0,0.64,0.95,0.81,0.67,0.4,20.0,19.0,0.0,0.67,0.81,0.64,0.95,0.36,0.050000000000000044,19.0,1.0,0.9090818147727634,0.9090909090909091,0.9090909090909091,0.6324555320336759,1,0.0,0.3675444679663241,0.6324555320336759,gain,S20
141,1.0,0.19999999999999996,0.2,1.26,0.75,0.1,5.0,1.0000000000000002,1.0,0.75,1.26,0.19999999999999996,0.2,0.8,0.8,1.0000000000000002,4.0,0.28571142859999993,0.2857142857142857,0.2857142857142857,0.31622776601683794,1,0.0,0.683772233983162,0.31622776601683794,gain,S20
142,0.0,0.84,0.775,0.74,0.8,0.8,40.0,31.000000000000007,0.0,0.8,0.74,0.84,0.775,0.16000000000000003,0.22499999999999998,31.000000000000007,8.999999999999993,0.7618971429333352,0.7619047619047621,0.7619047619047621,0.8944271909999159,1,0.0,0.10557280900008414,0.8944271909999159,gain,S20
143,1.0,0.62,0.16000000000000003,0.06,0.28,1.0,50.0,8.000000000000002,1.0,0.28,0.06,0.62,0.16000000000000003,0.38,0.84,8.000000000000002,42.0,,0.1730769230769231,0.1730769230769231,1.0,0,0.0,0.0,1.0,gain,S20
144,0.0,0.21999999999999997,0.72,1.17,0.39,1.0,50.0,36.0,0.0,0.39,1.17,0.21999999999999997,0.72,0.78,0.28,36.0,14.0,,0.7115384615384616,0.7115384615384616,1.0,0,0.0,0.0,1.0,gain,S20
145,1.0,0.38,0.30000000000000004,0.78,1.04,1.0,50.0,15.000000000000002,1.0,1.04,0.78,0.38,0.30000000000000004,0.62,0.7,15.000000000000002,35.0,,0.3076923076923077,0.3076923076923077,1.0,0,0.0,0.0,1.0,gain,S20
146,0.0,0.64,0.5,0.23,0.07,0.04,2.0,1.0,0.0,0.07,0.23,0.64,0.5,0.36,0.5,1.0,1.0,0.4999949999999967,0.5,0.5,0.2,1,0.0,0.8,0.2,gain,S20
147,0.0,0.76,1.0,0.86,0.78,0.02,1.0,1.0,0.0,0.78,0.86,0.76,1.0,0.24,0.0,1.0,0.0,0.6666700000000011,0.6666666666666666,0.6666666666666666,0.1414213562373095,1,0.0,0.8585786437626906,0.1414213562373095,gain,S20
148,0.0,0.56,0.65,0.94,0.98,0.8,40.0,26.0,0.0,0.98,0.94,0.56,0.65,0.43999999999999995,0.35,26.0,14.0,0.642850714350007,0.6428571428571429,0.6428571428571429,0.8944271909999159,1,0.0,0.10557280900008414,0.8944271909999159,gain,S20
149,0.0,0.64,0.56,0.84,1.12,1.0,50.0,28.000000000000004,0.0,1.12,0.84,0.64,0.56,0.36,0.43999999999999995,28.000000000000004,21.999999999999996,,0.5576923076923077,0.5576923076923077,1.0,0,0.0,0.0,1.0,gain,S20
150,1.0,0.74,0.6,0.03,0.09,1.0,50.0,30.0,1.0,0.09,0.03,0.74,0.6,0.26,0.4,30.0,20.0,,0.5961538461538461,0.5961538461538461,1.0,0,0.0,0.0,1.0,gain,S20
151,0.0,0.36,0.48,0.14,1.25,1.0,50.0,24.0,0.0,1.25,0.14,0.36,0.48,0.64,0.52,24.0,26.0,,0.4807692307692308,0.4807692307692308,1.0,0,0.0,0.0,1.0,gain,S20
152,1.0,0.76,0.5,0.53,0.67,0.4,20.0,10.0,1.0,0.67,0.53,0.76,0.5,0.24,0.5,10.0,10.0,0.4999950000499987,0.5,0.5,0.6324555320336759,1,0.0,0.3675444679663241,0.6324555320336759,gain,S20
153,1.0,0.72,1.0,0.31,0.2,0.04,2.0,2.0,1.0,0.2,0.31,0.72,1.0,0.28,0.0,2.0,0.0,0.7500074999999984,0.75,0.75,0.2,1,0.0,0.8,0.2,gain,S20
154,0.0,0.88,0.3333333333333333,0.06,0.75,0.06,3.0,0.9999999999999999,0.0,0.75,0.06,0.88,0.3333333333333333,0.12,0.6666666666666667,0.9999999999999999,2.0,0.39999600003999974,0.4,0.4,0.2449489742783178,1,0.0,0.7550510257216823,0.2449489742783178,gain,S20
155,0.0,0.24,0.72,0.38,0.31,1.0,50.0,36.0,0.0,0.31,0.38,0.24,0.72,0.76,0.28,36.0,14.0,,0.7115384615384616,0.7115384615384616,1.0,0,0.0,0.0,1.0,gain,S20
156,0.0,0.48,0.12,0.1,1.25,1.0,50.0,6.0,0.0,1.25,0.1,0.48,0.12,0.52,0.88,6.0,44.0,,0.1346153846153846,0.1346153846153846,1.0,0,0.0,0.0,1.0,gain,S20
157,0.0,0.6,0.6,0.26,0.28,0.1,5.0,3.0,0.0,0.28,0.26,0.6,0.6,0.4,0.4,3.0,2.0,0.5714228571999982,0.5714285714285714,0.5714285714285714,0.31622776601683794,1,0.0,0.683772233983162,0.31622776601683794,gain,S20
158,0.0,0.52,0.92,0.1,0.05,1.0,50.0,46.0,0.0,0.05,0.1,0.52,0.92,0.48,0.07999999999999996,46.0,4.0,,0.9038461538461539,0.9038461538461539,1.0,0,0.0,0.0,1.0,gain,S20
159,0.0,0.52,0.84,0.49,0.4,1.0,50.0,42.0,0.0,0.4,0.49,0.52,0.84,0.48,0.16000000000000003,42.0,8.0,,0.8269230769230769,0.8269230769230769,1.0,0,0.0,0.0,1.0,gain,S20
160,0.0,0.48,0.825,0.58,0.34,0.8,40.0,33.0,0.0,0.34,0.58,0.48,0.825,0.52,0.17500000000000004,33.0,7.0,0.8095157143666742,0.8095238095238095,0.8095238095238095,0.8944271909999159,1,0.0,0.10557280900008414,0.8944271909999159,gain,S20
161,0.0,0.38,0.0,0.17,0.07,0.02,1.0,0.0,0.0,0.07,0.17,0.38,0.0,0.62,1.0,0.0,1.0,0.33333000000000074,0.3333333333333333,0.3333333333333333,0.1414213562373095,1,0.0,0.8585786437626906,0.1414213562373095,gain,S20
162,1.0,0.43999999999999995,0.6799999999999999,1.36,0.88,1.0,50.0,34.0,1.0,0.88,1.36,0.43999999999999995,0.6799999999999999,0.56,0.32000000000000006,34.0,16.0,,0.6730769230769231,0.6730769230769231,1.0,0,0.0,0.0,1.0,gain,S20
163,0.0,0.94,0.96,0.17,0.27,1.0,50.0,48.0,0.0,0.27,0.17,0.94,0.96,0.06000000000000005,0.040000000000000036,48.0,2.0,,0.9423076923076923,0.9423076923076923,1.0,0,0.0,0.0,1.0,gain,S20
164,0.0,0.96,0.76,0.05,0.39,1.0,50.0,38.0,0.0,0.39,0.05,0.96,0.76,0.040000000000000036,0.24,38.0,12.0,,0.75,0.75,1.0,0,0.0,0.0,1.0,gain,S20
165,0.0,0.6799999999999999,0.9,0.44,0.22,0.2,10.0,9.000000000000002,0.0,0.22,0.44,0.6799999999999999,0.9,0.32000000000000006,0.09999999999999998,9.000000000000002,0.9999999999999982,0.8333249991666715,0.8333333333333335,0.8333333333333335,0.4472135954999579,1,0.0,0.5527864045000421,0.4472135954999579,gain,S20
166,0.0,0.6799999999999999,0.6,1.01,1.12,1.0,50.0,30.0,0.0,1.12,1.01,0.6799999999999999,0.6,0.32000000000000006,0.4,30.0,20.0,,0.5961538461538461,0.5961538461538461,1.0,0,0.0,0.0,1.0,gain,S20
167,1.0,0.88,0.15,0.09,0.23,0.8,40.0,6.0,1.0,0.23,0.09,0.88,0.15,0.12,0.85,6.0,34.0,0.16666500001666495,0.16666666666666666,0.16666666666666666,0.8944271909999159,1,0.0,0.10557280900008414,0.8944271909999159,gain,S20
168,1.0,0.92,0.6,0.08,0.06,0.2,10.0,6.0,1.0,0.06,0.08,0.92,0.6,0.07999999999999996,0.4,6.0,4.0,0.5833275000583322,0.5833333333333334,0.5833333333333334,0.4472135954999579,1,0.0,0.5527864045000421,0.4472135954999579,gain,S20
169,0.0,0.96,1.0,0.07,0.1,0.04,2.0,2.0,0.0,0.1,0.07,0.96,1.0,0.040000000000000036,0.0,2.0,0.0,0.7500074999999984,0.75,0.75,0.2,1,0.0,0.8,0.2,gain,S20
170,1.0,0.30000000000000004,0.56,0.22,0.05,1.0,50.0,28.000000000000004,1.0,0.05,0.22,0.30000000000000004,0.56,0.7,0.43999999999999995,28.000000000000004,21.999999999999996,,0.5576923076923077,0.5576923076923077,1.0,0,0.0,0.0,1.0,gain,S20
171,1.0,0.5,0.28,0.25,0.47,1.0,50.0,14.000000000000002,1.0,0.47,0.25,0.5,0.28,0.5,0.72,14.000000000000002,36.0,,0.2884615384615385,0.2884615384615385,1.0,0,0.0,0.0,1.0,gain,S20
172,1.0,0.72,0.6,0.07,0.08,1.0,50.0,30.0,1.0,0.08,0.07,0.72,0.6,0.28,0.4,30.0,20.0,,0.5961538461538461,0.5961538461538461,1.0,0,0.0,0.0,1.0,gain,S20
173,0.0,0.6,0.72,0.25,0.42,1.0,50.0,36.0,0.0,0.42,0.25,0.6,0.72,0.4,0.28,36.0,14.0,,0.7115384615384616,0.7115384615384616,1.0,0,0.0,0.0,1.0,gain,S20
174,1.0,0.96,0.0,0.63,0.94,0.02,1.0,0.0,1.0,0.94,0.63,0.96,0.0,0.040000000000000036,1.0,0.0,1.0,0.33333000000000074,0.3333333333333333,0.3333333333333333,0.1414213562373095,1,0.0,0.8585786437626906,0.1414213562373095,gain,S20
175,1.0,0.16000000000000003,0.14,0.64,0.86,1.0,50.0,7.000000000000001,1.0,0.86,0.64,0.16000000000000003,0.14,0.84,0.86,7.000000000000001,43.0,,0.15384615384615385,0.15384615384615385,1.0,0,0.0,0.0,1.0,gain,S20
176,1.0,0.31999999999999995,0.8,0.94,0.05,0.1,5.0,4.000000000000001,1.0,0.05,0.94,0.31999999999999995,0.8,0.68,0.19999999999999996,4.000000000000001,0.9999999999999991,0.7142785712499969,0.7142857142857144,0.7142857142857144,0.31622776601683794,1,0.0,0.683772233983162,0.31622776601683794,gain,S20
177,1.0,0.64,0.5800000000000001,0.22,0.25,1.0,50.0,29.000000000000004,1.0,0.25,0.22,0.64,0.5800000000000001,0.36,0.41999999999999993,29.000000000000004,20.999999999999996,,0.576923076923077,0.576923076923077,1.0,0,0.0,0.0,1.0,gain,S20
178,1.0,0.94,0.825,0.08,0.17,0.8,40.0,33.0,1.0,0.17,0.08,0.94,0.825,0.06000000000000005,0.17500000000000004,33.0,7.0,0.8095157143666742,0.8095238095238095,0.8095238095238095,0.8944271909999159,1,0.0,0.10557280900008414,0.8944271909999159,gain,S20
179,0.0,0.42000000000000004,0.5,0.77,1.33,0.04,2.0,1.0,0.0,1.33,0.77,0.42000000000000004,0.5,0.58,0.5,1.0,1.0,0.4999949999999967,0.5,0.5,0.2,1,0.0,0.8,0.2,gain,S20
180,0.0,0.12,0.52,0.42,1.15,1.0,50.0,26.0,0.0,1.15,0.42,0.12,0.52,0.88,0.48,26.0,24.0,,0.5192307692307693,0.5192307692307693,1.0,0,0.0,0.0,1.0,gain,S20
181,0.0,0.38,0.75,0.17,0.07,0.08,4.0,3.0,0.0,0.07,0.17,0.38,0.75,0.62,0.25,3.0,1.0,0.6666599999000034,0.6666666666666666,0.6666666666666666,0.282842712474619,1,0.0,0.717157287525381,0.282842712474619,gain,S20
182,0.0,0.64,0.9,0.81,0.67,0.2,10.0,9.000000000000002,0.0,0.67,0.81,0.64,0.9,0.36,0.09999999999999998,9.000000000000002,0.9999999999999982,0.8333249991666715,0.8333333333333335,0.8333333333333335,0.4472135954999579,1,0.0,0.5527864045000421,0.4472135954999579,gain,S20
183,0.0,0.18000000000000005,0.28,0.28,0.32,1.0,50.0,14.000000000000002,0.0,0.32,0.28,0.18000000000000005,0.28,0.82,0.72,14.000000000000002,36.0,,0.2884615384615385,0.2884615384615385,1.0,0,0.0,0.0,1.0,gain,S20
184,1.0,0.96,0.76,0.64,0.67,1.0,50.0,38.0,1.0,0.67,0.64,0.96,0.76,0.040000000000000036,0.24,38.0,12.0,,0.75,0.75,1.0,0,0.0,0.0,1.0,gain,S20
185,0.0,0.78,1.0,0.49,0.4,0.06,3.0,3.0,0.0,0.4,0.49,0.78,1.0,0.21999999999999997,0.0,3.0,0.0,0.8000120000133311,0.8,0.8,0.2449489742783178,1,0.0,0.7550510257216823,0.2449489742783178,gain,S20
186,0.0,0.36,0.4,0.14,0.22,0.1,5.0,2.0000000000000004,0.0,0.22,0.14,0.36,0.4,0.64,0.6,2.0000000000000004,2.9999999999999996,0.4285671428999988,0.42857142857142866,0.42857142857142866,0.31622776601683794,1,0.0,0.683772233983162,0.31622776601683794,gain,S20
187,0.0,0.6799999999999999,0.09999999999999998,0.15,0.55,1.0,50.0,4.999999999999999,0.0,0.55,0.15,0.6799999999999999,0.09999999999999998,0.32000000000000006,0.9,4.999999999999999,45.0,,0.11538461538461536,0.11538461538461536,1.0,0,0.0,0.0,1.0,gain,S20
188,0.0,0.92,0.3333333333333333,0.16,0.54,0.06,3.0,0.9999999999999999,0.0,0.54,0.16,0.92,0.3333333333333333,0.07999999999999996,0.6666666666666667,0.9999999999999999,2.0,0.39999600003999974,0.4,0.4,0.2449489742783178,1,0.0,0.7550510257216823,0.2449489742783178,gain,S20
189,1.0,0.8,0.74,0.25,0.31,1.0,50.0,37.0,1.0,0.31,0.25,0.8,0.74,0.19999999999999996,0.26,37.0,13.0,,0.7307692307692307,0.7307692307692307,1.0,0,0.0,0.0,1.0,gain,S20
190,0.0,0.24,0.43999999999999995,1.25,1.36,1.0,50.0,21.999999999999996,0.0,1.36,1.25,0.24,0.43999999999999995,0.76,0.56,21.999999999999996,28.000000000000004,,0.44230769230769224,0.44230769230769224,1.0,0,0.0,0.0,1.0,gain,S20
191,1.0,0.88,0.0,0.34,0.1,0.08,4.0,0.0,1.0,0.1,0.34,0.88,0.0,0.12,1.0,0.0,4.0,0.16666499997500028,0.16666666666666666,0.16666666666666666,0.282842712474619,1,0.0,0.717157287525381,0.282842712474619,gain,S20
192,0.0,0.64,0.7,0.23,0.07,0.4,20.0,13.999999999999998,0.0,0.07,0.23,0.64,0.7,0.36,0.30000000000000004,13.999999999999998,6.000000000000002,0.6818113637045466,0.6818181818181818,0.6818181818181818,0.6324555320336759,1,0.0,0.3675444679663241,0.6324555320336759,gain,S20
193,0.0,0.42000000000000004,1.0,0.11,0.15,0.02,1.0,1.0,0.0,0.15,0.11,0.42000000000000004,1.0,0.58,0.0,1.0,0.0,0.6666700000000011,0.6666666666666666,0.6666666666666666,0.1414213562373095,1,0.0,0.8585786437626906,0.1414213562373095,gain,S20
194,0.0,0.4,0.45,0.13,0.1,0.4,20.0,9.000000000000002,0.0,0.1,0.13,0.4,0.45,0.6,0.55,9.000000000000002,10.999999999999998,0.4545409091363642,0.45454545454545464,0.45454545454545464,0.6324555320336759,1,0.0,0.3675444679663241,0.6324555320336759,gain,S20
195,1.0,0.6,0.43999999999999995,0.25,0.43,1.0,50.0,21.999999999999996,1.0,0.43,0.25,0.6,0.43999999999999995,0.4,0.56,21.999999999999996,28.000000000000004,,0.44230769230769224,0.44230769230769224,1.0,0,0.0,0.0,1.0,gain,S20
196,0.0,0.19999999999999996,0.48,0.1,0.08,1.0,50.0,24.0,0.0,0.08,0.1,0.19999999999999996,0.48,0.8,0.52,24.0,26.0,,0.4807692307692308,0.4807692307692308,1.0,0,0.0,0.0,1.0,gain,S20
197,0.0,0.6599999999999999,0.5,0.45,0.5,0.08,4.0,2.0,0.0,0.5,0.45,0.6599999999999999,0.5,0.3400000000000001,0.5,2.0,2.0,0.49999500004999814,0.5,0.5,0.282842712474619,1,0.0,0.717157287525381,0.282842712474619,gain,S20
198,0.0,0.76,1.0,0.86,0.78,0.1,5.0,5.0,0.0,0.78,0.86,0.76,1.0,0.24,0.0,5.0,0.0,0.8571642857999989,0.8571428571428571,0.8571428571428571,0.31622776601683794,1,0.0,0.683772233983162,0.31622776601683794,gain,S20
199,0.0,0.16000000000000003,0.8,0.23,0.07,0.2,10.0,8.000000000000002,0.0,0.07,0.23,0.16000000000000003,0.8,0.84,0.19999999999999996,8.000000000000002,1.9999999999999982,0.7499925000750014,0.7500000000000001,0.7500000000000001,0.4472135954999579,1,0.0,0.5527864045000421,0.4472135954999579,gain,S20
